UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,ISBN,Creator,Subjects,Publisher,PublicationYear
Digital,OverDrive,EBOOK,2013,3,33,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Physical,Horizon,BOOK,2013,3,4,"Beyond the wall : exploring George R.R. Martin's A song of ice and fire, from A game of thrones to A dance with Drago / edited by James Lowder ; [foreword by R.A. Salvatore].",,,Martin George R R Criticism and interpretation,"BenBella Books, Inc.,",c2012.
Digital,OverDrive,AUDIOBOOK,2013,3,23,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,AUDIOBOOK,2013,3,32,"A Game of Thrones: A Song of Ice and Fire Series, Book 1 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,AUDIOBOOK,2013,3,17,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2011
Digital,OverDrive,EBOOK,2013,4,3,"Beyond the Wall: Exploring George R. R. Martin's A Song of Ice and Fire, From A Game of Thrones to A Dance with Drago",,James Lowder,"Literary Criticism, Nonfiction",Perseus Books Group,2012
Digital,OverDrive,AUDIOBOOK,2013,4,18,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2009
Digital,OverDrive,EBOOK,2013,4,36,"A Clash of Kings: A Song of Ice and Fire Series, Book 2",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2013,4,102,"A Game of Thrones: A Song of Ice and Fire Series, Book 1",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2013,4,33,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Physical,Horizon,BOOK,2013,4,3,"Beyond the wall : exploring George R.R. Martin's A song of ice and fire, from A game of thrones to A dance with Drago / edited by James Lowder ; [foreword by R.A. Salvatore].",,,Martin George R R Criticism and interpretation,"BenBella Books, Inc.,",c2012.
Digital,OverDrive,EBOOK,2013,4,28,"A Feast for Crows: A Song of Ice and Fire Series, Book 4",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,EBOOK,2013,4,31,"A Storm of Swords: A Song of Ice and Fire Series, Book 3",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2013,4,18,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2011
Digital,OverDrive,AUDIOBOOK,2013,4,13,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2006
Digital,OverDrive,EBOOK,2013,4,32,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2013,4,8,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2013
Digital,OverDrive,AUDIOBOOK,2013,4,39,"A Game of Thrones: A Song of Ice and Fire Series, Book 1 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2013,5,36,"A Feast for Crows: A Song of Ice and Fire Series, Book 4",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2013,5,16,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2009
Digital,OverDrive,AUDIOBOOK,2013,5,22,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2011
Digital,OverDrive,AUDIOBOOK,2013,5,7,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2013
Digital,OverDrive,AUDIOBOOK,2013,5,23,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,AUDIOBOOK,2013,5,12,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2006
Digital,OverDrive,EBOOK,2013,5,29,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2013,5,3,"Beyond the Wall: Exploring George R. R. Martin's A Song of Ice and Fire, From A Game of Thrones to A Dance with Drago",,James Lowder,"Literary Criticism, Nonfiction",Perseus Books Group,2012
Digital,OverDrive,EBOOK,2013,5,37,"A Clash of Kings: A Song of Ice and Fire Series, Book 2",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2013,5,85,"A Game of Thrones: A Song of Ice and Fire Series, Book 1",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2013,5,33,"A Storm of Swords: A Song of Ice and Fire Series, Book 3",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2013,5,35,"A Game of Thrones: A Song of Ice and Fire Series, Book 1 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2013,6,39,"A Clash of Kings: A Song of Ice and Fire Series, Book 2",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Physical,Horizon,BOOK,2013,6,4,"Beyond the wall : exploring George R.R. Martin's A song of ice and fire, from A game of thrones to A dance with Drago / edited by James Lowder ; [foreword by R.A. Salvatore].",,,Martin George R R Criticism and interpretation,"BenBella Books, Inc.,",c2012.
Digital,OverDrive,EBOOK,2013,6,97,"A Game of Thrones: A Song of Ice and Fire Series, Book 1",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,Freegal,SONG,2013,6,1,Ice Or Fire,,Bob Margolin,,,
Digital,OverDrive,AUDIOBOOK,2013,6,16,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2011
Digital,OverDrive,AUDIOBOOK,2013,6,41,"A Game of Thrones: A Song of Ice and Fire Series, Book 1 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,AUDIOBOOK,2013,6,30,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2013,6,2,"Beyond the Wall: Exploring George R. R. Martin's A Song of Ice and Fire, From A Game of Thrones to A Dance with Drago",,James Lowder,"Literary Criticism, Nonfiction",Perseus Books Group,2012
Digital,OverDrive,AUDIOBOOK,2013,6,20,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2006
Digital,OverDrive,AUDIOBOOK,2013,6,15,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2009
Digital,OverDrive,EBOOK,2013,6,29,"A Feast for Crows: A Song of Ice and Fire Series, Book 4",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,EBOOK,2013,6,37,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2013,6,12,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2013
Digital,OverDrive,EBOOK,2013,6,30,"A Storm of Swords: A Song of Ice and Fire Series, Book 3",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2013,7,30,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,AUDIOBOOK,2013,7,17,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2011
Digital,OverDrive,EBOOK,2013,7,3,"Beyond the Wall: Exploring George R. R. Martin's A Song of Ice and Fire, From A Game of Thrones to A Dance with Drago",,James Lowder,"Literary Criticism, Nonfiction",Perseus Books Group,2012
Digital,OverDrive,EBOOK,2013,7,34,"A Storm of Swords: A Song of Ice and Fire Series, Book 3",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,EBOOK,2013,7,41,"A Clash of Kings: A Song of Ice and Fire Series, Book 2",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2013,7,17,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2006
Physical,Horizon,BOOK,2013,7,2,"Beyond the wall : exploring George R.R. Martin's A song of ice and fire, from A game of thrones to A dance with Drago / edited by James Lowder ; [foreword by R.A. Salvatore].",,,Martin George R R Criticism and interpretation,"BenBella Books, Inc.,",c2012.
Digital,OverDrive,AUDIOBOOK,2013,7,21,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2009
Digital,OverDrive,EBOOK,2013,7,30,"A Feast for Crows: A Song of Ice and Fire Series, Book 4",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2013,7,14,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2013
Digital,OverDrive,EBOOK,2013,7,33,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2013,7,89,"A Game of Thrones: A Song of Ice and Fire Series, Book 1",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2013,7,42,"A Game of Thrones: A Song of Ice and Fire Series, Book 1 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2013,8,2,"Beyond the Wall: Exploring George R. R. Martin's A Song of Ice and Fire, From A Game of Thrones to A Dance with Drago",,James Lowder,"Literary Criticism, Nonfiction",Perseus Books Group,2012
Digital,OverDrive,EBOOK,2013,8,34,"A Storm of Swords: A Song of Ice and Fire Series, Book 3",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2013,8,18,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2011
Digital,OverDrive,AUDIOBOOK,2013,8,15,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2009
Digital,OverDrive,AUDIOBOOK,2013,8,12,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2013
Digital,OverDrive,EBOOK,2013,8,36,"A Clash of Kings: A Song of Ice and Fire Series, Book 2",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2013,8,31,"A Feast for Crows: A Song of Ice and Fire Series, Book 4",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2013,8,28,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,AUDIOBOOK,2013,8,10,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2006
Digital,OverDrive,AUDIOBOOK,2013,8,44,"A Game of Thrones: A Song of Ice and Fire Series, Book 1 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2013,8,95,"A Game of Thrones: A Song of Ice and Fire Series, Book 1",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2013,8,36,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2013,9,12,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2013
Digital,OverDrive,AUDIOBOOK,2013,9,45,"A Game of Thrones: A Song of Ice and Fire Series, Book 1 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,AUDIOBOOK,2013,9,15,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2006
Digital,OverDrive,EBOOK,2013,9,88,"A Game of Thrones: A Song of Ice and Fire Series, Book 1",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2013,9,16,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2011
Digital,OverDrive,EBOOK,2013,9,35,"A Clash of Kings: A Song of Ice and Fire Series, Book 2",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2013,9,32,"A Storm of Swords: A Song of Ice and Fire Series, Book 3",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,EBOOK,2013,9,36,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Physical,Horizon,BOOK,2013,9,1,"Beyond the wall : exploring George R.R. Martin's A song of ice and fire, from A game of thrones to A dance with Drago / edited by James Lowder ; [foreword by R.A. Salvatore].",,,Martin George R R Criticism and interpretation,"BenBella Books, Inc.,",c2012.
Digital,OverDrive,EBOOK,2013,9,31,"A Feast for Crows: A Song of Ice and Fire Series, Book 4",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2013,9,25,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,AUDIOBOOK,2013,9,21,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2009
Digital,OverDrive,EBOOK,2013,9,3,"Beyond the Wall: Exploring George R. R. Martin's A Song of Ice and Fire, From A Game of Thrones to A Dance with Drago",,James Lowder,"Literary Criticism, Nonfiction",Perseus Books Group,2012
Digital,OverDrive,AUDIOBOOK,2013,10,15,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2009
Digital,OverDrive,AUDIOBOOK,2013,10,26,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2013,10,87,"A Game of Thrones: A Song of Ice and Fire Series, Book 1",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Physical,Horizon,BOOK,2013,10,1,"Beyond the wall : exploring George R.R. Martin's A song of ice and fire, from A game of thrones to A dance with Drago / edited by James Lowder ; [foreword by R.A. Salvatore].",,,Martin George R R Criticism and interpretation,"BenBella Books, Inc.,",c2012.
Digital,OverDrive,EBOOK,2013,10,35,"A Storm of Swords: A Song of Ice and Fire Series, Book 3",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,EBOOK,2013,10,2,"Beyond the Wall: Exploring George R. R. Martin's A Song of Ice and Fire, From A Game of Thrones to A Dance with Drago",,James Lowder,"Literary Criticism, Nonfiction",Perseus Books Group,2012
Digital,OverDrive,EBOOK,2013,10,40,"A Clash of Kings: A Song of Ice and Fire Series, Book 2",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2013,10,8,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2006
Digital,OverDrive,AUDIOBOOK,2013,10,10,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2013
Digital,OverDrive,EBOOK,2013,10,31,"A Feast for Crows: A Song of Ice and Fire Series, Book 4",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2013,10,18,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2011
Digital,OverDrive,AUDIOBOOK,2013,10,40,"A Game of Thrones: A Song of Ice and Fire Series, Book 1 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2013,10,35,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2013,11,35,"A Storm of Swords: A Song of Ice and Fire Series, Book 3",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2013,11,29,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,AUDIOBOOK,2013,11,19,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2011
Digital,OverDrive,AUDIOBOOK,2013,11,11,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2013
Digital,OverDrive,AUDIOBOOK,2013,11,12,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2009
Digital,OverDrive,EBOOK,2013,11,90,"A Game of Thrones: A Song of Ice and Fire Series, Book 1",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Physical,Horizon,BOOK,2013,11,2,"Beyond the wall : exploring George R.R. Martin's A song of ice and fire, from A game of thrones to A dance with Drago / edited by James Lowder ; [foreword by R.A. Salvatore].",,,Martin George R R Criticism and interpretation,"BenBella Books, Inc.,",c2012.
Digital,OverDrive,AUDIOBOOK,2013,11,35,"A Game of Thrones: A Song of Ice and Fire Series, Book 1 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2013,11,5,"Beyond the Wall: Exploring George R. R. Martin's A Song of Ice and Fire, From A Game of Thrones to A Dance with Drago",,James Lowder,"Literary Criticism, Nonfiction",Perseus Books Group,2012
